Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
THE GARDEN RESIDENCES,"770,000",452.09,"1,703",10 Nov 2023,1 SERANGOON NORTH VIEW #04-01,Resale,Strata,42,"18,333",-,Apartment,1,99 yrs from 30/10/2017,2021,HDB,554343,19,55,North East Region,Serangoon
THE QUARTZ,"1,836,000","1,453.14","1,263",10 Nov 2023,69 COMPASSVALE BOW #03-35,Resale,Strata,135,"13,600",-,Condominium,1,99 yrs from 18/04/2005,2009,Private,544993,19,54,North East Region,Sengkang
KENSINGTON SQUARE,"965,000",613.55,"1,573",10 Nov 2023,2 JALAN LOKAM #02-13,Resale,Strata,57,"16,930",-,Apartment,1,Freehold,2016,Private,537846,19,53,North East Region,Hougang
THE LUXURIE,"1,110,888",775.01,"1,433",10 Nov 2023,27 COMPASSVALE ROAD #11-31,Resale,Strata,72,"15,429",-,Condominium,1,99 yrs from 15/06/2011,2015,HDB,544757,19,54,North East Region,Sengkang
RIVERFRONT RESIDENCES,"1,458,000",871.88,"1,672",10 Nov 2023,51 HOUGANG AVENUE 7 #10-49,Sub Sale,Strata,81,"18,000",-,Apartment,1,99 yrs from 31/05/2018,2023,HDB,533818,19,53,North East Region,Hougang
THE SCALA,"1,990,000","1,550.02","1,284",10 Nov 2023,136 SERANGOON AVENUE 3 #16-22,Resale,Strata,144,"13,819",-,Apartment,1,99 yrs from 06/01/2010,2013,Private,554476,19,55,North East Region,Serangoon
BOATHOUSE RESIDENCES,"1,450,000","1,119.46","1,295",10 Nov 2023,25 UPPER SERANGOON VIEW #02-10,Resale,Strata,104,"13,942",-,Condominium,1,99 yrs from 09/02/2011,2015,HDB,534046,19,53,North East Region,Hougang
RIVERVALE CREST,"1,330,000","1,410.08",943,10 Nov 2023,7 RIVERVALE CRESCENT #03-16,Resale,Strata,131,"10,153",-,Apartment,1,99 yrs from 06/12/1997,2002,Private,545085,19,54,North East Region,Sengkang
D'PAVILION,"1,975,000","1,410.08","1,401",10 Nov 2023,801 UPPER SERANGOON ROAD #05-05,Resale,Strata,131,"15,076",-,Apartment,1,Freehold,2010,HDB,534671,19,53,North East Region,Hougang
AFFINITY AT SERANGOON,"1,720,000",904.18,"1,902",10 Nov 2023,30 SERANGOON NORTH AVENUE 1 #03-69,Sub Sale,Strata,84,"20,476",-,Apartment,1,99 yrs from 18/05/2018,2023,HDB,554342,19,55,North East Region,Serangoon
BARTLEY VUE,"2,125,000","1,065.64","1,994",11 Nov 2023,6 JALAN BUNGA RAMPAI #14-01,New Sale,Strata,99,"21,465",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,HDB,538310,19,53,Central Region,Toa Payoh
BOTANIQUE AT BARTLEY,"1,230,000",656.6,"1,873",14 Nov 2023,237 UPPER PAYA LEBAR ROAD #08-44,Resale,Strata,61,"20,164",-,Condominium,1,99 yrs from 14/04/2014,2019,HDB,533867,19,53,North East Region,Serangoon
THE QUINN,"1,480,000",818.06,"1,809",14 Nov 2023,11 BARTLEY ROAD #01-13,Resale,Strata,76,"19,474",-,Apartment,1,Freehold,2016,Private,539765,19,53,North East Region,Serangoon
RIVER ISLES,"2,100,000","1,937.52","1,084",14 Nov 2023,68 EDGEDALE PLAINS #17-34,Resale,Strata,180,"11,667",-,Condominium,1,99 yrs from 06/02/2012,2015,Private,828733,19,82,North East Region,Punggol
PARC VERA,"1,150,000",871.88,"1,319",14 Nov 2023,6 HOUGANG STREET 32 #11-11,Resale,Strata,81,"14,198",-,Condominium,1,99 yrs from 20/12/2010,2014,HDB,534039,19,53,North East Region,Hougang
TERRASSE,"738,000",505.91,"1,459",14 Nov 2023,21 TERRASSE LANE #03-06,Resale,Strata,47,"15,702",-,Condominium,1,99 yrs from 23/08/2010,2014,Private,544774,19,54,North East Region,Hougang
TERRASSE,"1,550,000","1,076.4","1,440",14 Nov 2023,23 TERRASSE LANE #04-19,Resale,Strata,100,"15,500",-,Condominium,1,99 yrs from 23/08/2010,2014,HDB,544775,19,54,North East Region,Hougang
THE LUXURIE,"1,178,880",775.01,"1,521",14 Nov 2023,17 COMPASSVALE ROAD #14-11,Resale,Strata,72,"16,373",-,Condominium,1,99 yrs from 15/06/2011,2015,HDB,544752,19,54,North East Region,Sengkang
THE FLORENCE RESIDENCES,"1,145,100",635.08,"1,803",14 Nov 2023,91 HOUGANG AVENUE 2 #12-52,Sub Sale,Strata,59,"19,408",-,Apartment,1,99 yrs from 24/12/2018,2023,HDB,538864,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,150,000",667.37,"1,723",15 Nov 2023,83 HOUGANG AVENUE 2 #01-14,Sub Sale,Strata,62,"18,548",-,Apartment,1,99 yrs from 24/12/2018,2023,Private,538860,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,190,000",667.37,"1,783",15 Nov 2023,89 HOUGANG AVENUE 2 #02-43,Sub Sale,Strata,62,"19,194",-,Apartment,1,99 yrs from 24/12/2018,2023,Private,538863,19,53,North East Region,Hougang
LA FIESTA,"1,320,000",936.47,"1,410",15 Nov 2023,66 SENGKANG SQUARE #01-36,Resale,Strata,87,"15,172",-,Condominium,1,99 yrs from 03/09/2012,2016,HDB,544703,19,54,North East Region,Sengkang
THE SCALA,"860,000",484.38,"1,775",15 Nov 2023,136 SERANGOON AVENUE 3 #05-23,Resale,Strata,45,"19,111",-,Apartment,1,99 yrs from 06/01/2010,2013,HDB,554476,19,55,North East Region,Serangoon
THE SPRINGBLOOM,"2,000,000","1,302.44","1,536",15 Nov 2023,139 SERANGOON AVENUE 3 #16-01,Resale,Strata,121,"16,529",-,Condominium,1,99 yrs from 01/03/1995,1999,Private,556119,19,55,North East Region,Serangoon
SUNGLADE,"1,260,000",861.12,"1,463",15 Nov 2023,9 SERANGOON AVENUE 2 #07-29,Resale,Strata,80,"15,750",-,Condominium,1,99 yrs from 09/10/2000,2003,Private,556134,19,55,North East Region,Serangoon
RIVERSAILS,"1,145,000",850.36,"1,346",15 Nov 2023,4 UPPER SERANGOON CRESCENT #07-08,Resale,Strata,79,"14,494",-,Condominium,1,99 yrs from 07/12/2011,2016,Private,534034,19,53,North East Region,Hougang
AFFINITY AT SERANGOON,"1,910,888","1,076.4","1,775",15 Nov 2023,24 SERANGOON NORTH AVENUE 1 #04-32,Sub Sale,Strata,100,"19,109",-,Apartment,1,99 yrs from 18/05/2018,2023,HDB,554339,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"1,178,888",613.55,"1,921",15 Nov 2023,7 SERANGOON NORTH VIEW #13-32,Resale,Strata,57,"20,682",-,Apartment,1,99 yrs from 30/10/2017,2021,HDB,554346,19,55,North East Region,Serangoon
BARTLEY RESIDENCES,"1,950,000","1,087.16","1,794",16 Nov 2023,7A LORONG HOW SUN #05-43,Resale,Strata,101,"19,307",-,Apartment,1,99 yrs from 29/06/2011,2015,HDB,536565,19,53,North East Region,Serangoon
JEWEL @ BUANGKOK,"1,860,000","1,130.22","1,646",16 Nov 2023,81 COMPASSVALE BOW #08-03,Resale,Strata,105,"17,714",-,Condominium,1,99 yrs from 12/09/2012,2016,Private,544823,19,54,North East Region,Sengkang
THE MINTON,"1,340,000",979.52,"1,368",16 Nov 2023,8A HOUGANG STREET 11 #05-28,Resale,Strata,91,"14,725",-,Condominium,1,99 yrs from 27/07/2007,2013,HDB,534081,19,53,North East Region,Hougang
THE PROMENADE@PELIKAT,"700,000",452.09,"1,548",16 Nov 2023,183 JALAN PELIKAT #02-56,Resale,Strata,42,"16,667",-,Apartment,1,Freehold,2015,HDB,537643,19,53,North East Region,Hougang
BOTANIQUE AT BARTLEY,"2,150,000","1,130.22","1,902",16 Nov 2023,223 UPPER PAYA LEBAR ROAD #08-08,Resale,Strata,105,"20,476",-,Condominium,1,99 yrs from 14/04/2014,2019,HDB,533874,19,53,North East Region,Serangoon
THE FLORENCE RESIDENCES,"1,720,000",936.47,"1,837",17 Nov 2023,87 HOUGANG AVENUE 2 #14-29,Sub Sale,Strata,87,"19,770",-,Apartment,1,99 yrs from 24/12/2018,2023,HDB,538862,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,220,000",667.37,"1,828",17 Nov 2023,91 HOUGANG AVENUE 2 #12-49,Sub Sale,Strata,62,"19,677",-,Apartment,1,99 yrs from 24/12/2018,2023,Private,538864,19,53,North East Region,Hougang
KENSINGTON PARK CONDOMINIUM,"2,200,000","1,657.66","1,327",17 Nov 2023,12 KENSINGTON PARK DRIVE #02-05,Resale,Strata,154,"14,286",-,Condominium,1,999 yrs from 01/04/1878,1990,HDB,557325,19,55,North East Region,Serangoon
AFFINITY AT SERANGOON,"824,000",473.62,"1,740",17 Nov 2023,24 SERANGOON NORTH AVENUE 1 #07-38,Sub Sale,Strata,44,"18,727",-,Apartment,1,99 yrs from 18/05/2018,2023,HDB,554339,19,55,North East Region,Serangoon
BARTLEY RESIDENCES,"1,488,000",871.88,"1,707",17 Nov 2023,7A LORONG HOW SUN #05-46,Resale,Strata,81,"18,370",-,Apartment,1,99 yrs from 29/06/2011,2015,Private,536565,19,53,North East Region,Serangoon
BOTANIQUE AT BARTLEY,"2,030,000","1,065.64","1,905",17 Nov 2023,225 UPPER PAYA LEBAR ROAD #12-09,Resale,Strata,99,"20,505",-,Condominium,1,99 yrs from 14/04/2014,2019,Private,533873,19,53,North East Region,Serangoon
AFFINITY AT SERANGOON,"1,360,000",731.95,"1,858",17 Nov 2023,28 SERANGOON NORTH AVENUE 1 #07-57,Sub Sale,Strata,68,"20,000",-,Apartment,1,99 yrs from 18/05/2018,2023,Private,554341,19,55,North East Region,Serangoon
THE MINTON,"1,410,000",979.52,"1,439",17 Nov 2023,8A HOUGANG STREET 11 #14-25,Resale,Strata,91,"15,495",-,Condominium,1,99 yrs from 27/07/2007,2013,Private,534081,19,53,North East Region,Hougang
AFFINITY AT SERANGOON,"2,080,000","1,151.75","1,806",17 Nov 2023,18 SERANGOON NORTH AVENUE 1 #10-10,Sub Sale,Strata,107,"19,439",-,Apartment,1,99 yrs from 18/05/2018,2023,Private,554336,19,55,North East Region,Serangoon
CENTRAL VIEW,"1,580,000","1,259.39","1,255",17 Nov 2023,50 HOUGANG STREET 11 #04-02,Resale,Strata,117,"13,504",-,Condominium,1,99 yrs from 20/03/1998,2002,Private,538749,19,53,North East Region,Hougang
AFFINITY AT SERANGOON,"790,000",473.62,"1,668",17 Nov 2023,22 SERANGOON NORTH AVENUE 1 #06-22,Sub Sale,Strata,44,"17,955",-,Apartment,1,99 yrs from 18/05/2018,2023,HDB,554338,19,55,North East Region,Serangoon
AFFINITY AT SERANGOON,"1,425,000",753.48,"1,891",20 Nov 2023,20 SERANGOON NORTH AVENUE 1 #11-17,Sub Sale,Strata,70,"20,357",-,Apartment,1,99 yrs from 18/05/2018,2023,Private,554337,19,55,North East Region,Serangoon
CHILTERN PARK,"1,780,000","1,248.62","1,426",20 Nov 2023,133 SERANGOON AVENUE 3 #09-03,Resale,Strata,116,"15,345",-,Condominium,1,99 yrs from 01/03/1991,1995,Private,556113,19,55,North East Region,Serangoon
RIO VISTA,"1,360,000","1,248.62","1,089",20 Nov 2023,30 UPPER SERANGOON VIEW #15-37,Resale,Strata,116,"11,724",-,Condominium,1,99 yrs from 02/01/2001,2004,HDB,534208,19,53,North East Region,Hougang
THE MINTON,"1,520,000","1,474.67","1,031",20 Nov 2023,2 HOUGANG STREET 11 #01-03,Resale,Strata,137,"11,095",-,Condominium,1,99 yrs from 27/07/2007,2013,Private,538751,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,055,000",635.08,"1,661",20 Nov 2023,87 HOUGANG AVENUE 2 #08-28,Sub Sale,Strata,59,"17,881",-,Apartment,1,99 yrs from 24/12/2018,2023,HDB,538862,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,239,000",667.37,"1,857",20 Nov 2023,89 HOUGANG AVENUE 2 #10-37,Sub Sale,Strata,62,"19,984",-,Apartment,1,99 yrs from 24/12/2018,2023,Private,538863,19,53,North East Region,Hougang
AFFINITY AT SERANGOON,"1,038,000",613.55,"1,692",21 Nov 2023,24 SERANGOON NORTH AVENUE 1 #08-41,Sub Sale,Strata,57,"18,211",-,Apartment,1,99 yrs from 18/05/2018,2023,Private,554339,19,55,North East Region,Serangoon
AMARANDA GARDENS,"2,508,000","1,259.39","1,991",21 Nov 2023,122 SERANGOON AVENUE 3 #12-01,Resale,Strata,117,"21,436",-,Condominium,1,Freehold,2004,Private,554775,19,55,North East Region,Serangoon
BOATHOUSE RESIDENCES,"1,438,888","1,054.87","1,364",21 Nov 2023,31 UPPER SERANGOON VIEW #16-19,Resale,Strata,98,"14,683",-,Condominium,1,99 yrs from 09/02/2011,2015,Private,534043,19,53,North East Region,Hougang
THE SUNSHINE,"1,795,000","1,248.62","1,438",21 Nov 2023,1 SUNSHINE TERRACE #06-03,Resale,Strata,116,"15,474",-,Apartment,1,Freehold,2003,Private,535689,19,53,North East Region,Serangoon
CENTRAL VIEW,"1,168,000",979.52,"1,192",21 Nov 2023,50 HOUGANG STREET 11 #04-01,Resale,Strata,91,"12,835",-,Condominium,1,99 yrs from 20/03/1998,2002,Private,538749,19,53,North East Region,Hougang
PARC CENTROS,"795,000",570.49,"1,394",22 Nov 2023,94 PUNGGOL CENTRAL #01-40,Resale,Strata,53,"15,000",-,Condominium,1,99 yrs from 19/03/2012,2016,HDB,828724,19,82,North East Region,Punggol
THE QUINN,"1,170,000",699.66,"1,672",22 Nov 2023,9 BARTLEY ROAD #04-02,Resale,Strata,65,"18,000",-,Apartment,1,Freehold,2016,HDB,539763,19,53,North East Region,Serangoon
RIVERSAILS,"745,088",505.91,"1,473",22 Nov 2023,2 UPPER SERANGOON CRESCENT #16-06,Resale,Strata,47,"15,853",-,Condominium,1,99 yrs from 07/12/2011,2016,HDB,534035,19,53,North East Region,Hougang
STARS OF KOVAN,"1,788,888",947.23,"1,889",22 Nov 2023,982 UPPER SERANGOON ROAD #12-09,Resale,Strata,88,"20,328",-,Apartment,1,99 yrs from 25/02/2015,2019,Private,533855,19,53,North East Region,Hougang
KINGSFORD WATERBAY,"988,000",678.13,"1,457",22 Nov 2023,76 UPPER SERANGOON VIEW #14-57,Resale,Strata,63,"15,683",-,Apartment,1,99 yrs from 03/03/2014,2018,HDB,533880,19,53,North East Region,Hougang
THE SPRINGBLOOM,"2,150,000","1,453.14","1,480",22 Nov 2023,143 SERANGOON AVENUE 3 #04-08,Resale,Strata,135,"15,926",-,Condominium,1,99 yrs from 01/03/1995,1999,Private,556121,19,55,North East Region,Serangoon
N.A.,"1,300,000","1,011.82","1,285",23 Nov 2023,10A PILLAI ROAD,Resale,Strata,94,"13,830",-,Apartment,1,999 yrs from 01/01/1969,-,Private,535895,19,53,North East Region,Serangoon
BOATHOUSE RESIDENCES,"1,090,000",839.59,"1,298",23 Nov 2023,27 UPPER SERANGOON VIEW #09-12,Resale,Strata,78,"13,974",-,Condominium,1,99 yrs from 09/02/2011,2015,HDB,534045,19,53,North East Region,Hougang
THE QUARTZ,"1,680,000","1,280.92","1,312",23 Nov 2023,61 COMPASSVALE BOW #17-24,Resale,Strata,119,"14,118",-,Condominium,1,99 yrs from 18/04/2005,2009,HDB,544989,19,54,North East Region,Sengkang
AFFINITY AT SERANGOON,"1,475,000",850.36,"1,735",23 Nov 2023,26 SERANGOON NORTH AVENUE 1 #04-48,Sub Sale,Strata,79,"18,671",-,Apartment,1,99 yrs from 18/05/2018,2023,HDB,554340,19,55,North East Region,Serangoon
KOVAN RESIDENCES,"2,780,000","1,776.06","1,565",23 Nov 2023,7 KOVAN ROAD #04-26,Resale,Strata,165,"16,848",-,Condominium,1,99 yrs from 31/12/2007,2011,Private,544896,19,54,North East Region,Hougang
PARC CENTROS,"1,670,000","1,140.98","1,464",23 Nov 2023,80 PUNGGOL CENTRAL #03-02,Resale,Strata,106,"15,755",-,Condominium,1,99 yrs from 19/03/2012,2016,HDB,828762,19,82,North East Region,Punggol
THE GARDEN RESIDENCES,"1,580,000",796.54,"1,984",24 Nov 2023,9 SERANGOON NORTH VIEW #10-42,Resale,Strata,74,"21,351",-,Apartment,1,99 yrs from 30/10/2017,2021,Private,554347,19,55,North East Region,Serangoon
THE LUXURIE,"1,100,000",731.95,"1,503",24 Nov 2023,25 COMPASSVALE ROAD #05-27,Resale,Strata,68,"16,176",-,Condominium,1,99 yrs from 15/06/2011,2015,HDB,544756,19,54,North East Region,Sengkang
THE FLORENCE RESIDENCES,"833,000",484.38,"1,720",24 Nov 2023,85 HOUGANG AVENUE 2 #06-27,Sub Sale,Strata,45,"18,511",-,Apartment,1,99 yrs from 24/12/2018,2023,HDB,538861,19,53,North East Region,Hougang
RIVERFRONT RESIDENCES,"1,545,000",914.94,"1,689",24 Nov 2023,43 HOUGANG AVENUE 7 #11-22,Sub Sale,Strata,85,"18,176",-,Apartment,1,99 yrs from 31/05/2018,2023,Private,533814,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,190,000",667.37,"1,783",24 Nov 2023,85 HOUGANG AVENUE 2 #07-22,Sub Sale,Strata,62,"19,194",-,Apartment,1,99 yrs from 24/12/2018,2023,HDB,538861,19,53,North East Region,Hougang
STARS OF KOVAN,"1,380,000",742.72,"1,858",27 Nov 2023,986 UPPER SERANGOON ROAD #08-23,Resale,Strata,69,"20,000",-,Apartment,1,99 yrs from 25/02/2015,2019,HDB,534732,19,53,North East Region,Hougang
FOREST WOODS,"1,855,000",936.47,"1,981",27 Nov 2023,9 LORONG LEW LIAN #08-07,Resale,Strata,87,"21,322",-,Condominium,1,99 yrs from 05/02/2016,2020,Private,536494,19,53,North East Region,Serangoon
AFFINITY AT SERANGOON,"1,800,000",904.18,"1,991",27 Nov 2023,28 SERANGOON NORTH AVENUE 1 #11-54,Sub Sale,Strata,84,"21,429",-,Apartment,1,99 yrs from 18/05/2018,2023,Private,554341,19,55,North East Region,Serangoon
THE TEMBUSU,"1,720,000","1,001.05","1,718",27 Nov 2023,107D TAMPINES ROAD #01-15,Resale,Strata,93,"18,495",-,Condominium,1,Freehold,2016,Private,534006,19,53,North East Region,Hougang
AFFINITY AT SERANGOON,"1,530,000",850.36,"1,799",27 Nov 2023,28 SERANGOON NORTH AVENUE 1 #06-59,Sub Sale,Strata,79,"19,367",-,Apartment,1,99 yrs from 18/05/2018,2023,HDB,554341,19,55,North East Region,Serangoon
RIVERFRONT RESIDENCES,"960,000",602.78,"1,593",27 Nov 2023,47 HOUGANG AVENUE 7 #06-33,Sub Sale,Strata,56,"17,143",-,Apartment,1,99 yrs from 31/05/2018,2023,HDB,533816,19,53,North East Region,Hougang
RIO VISTA,"1,400,000","1,248.62","1,121",27 Nov 2023,10 UPPER SERANGOON VIEW #11-01,Resale,Strata,116,"12,069",-,Condominium,1,99 yrs from 02/01/2001,2004,Private,534198,19,53,North East Region,Hougang
KOVAN GRANDEUR,"570,000",365.98,"1,557",27 Nov 2023,118 TAMPINES ROAD #04-08,Resale,Strata,34,"16,765",-,Apartment,1,99 yrs from 10/08/2010,2011,HDB,535193,19,53,North East Region,Hougang
THE QUARTZ,"1,580,000","1,162.51","1,359",28 Nov 2023,67 COMPASSVALE BOW #11-34,Resale,Strata,108,"14,630",-,Condominium,1,99 yrs from 18/04/2005,2009,Private,544992,19,54,North East Region,Sengkang
THE LUXURIE,"1,190,000",775.01,"1,535",28 Nov 2023,17 COMPASSVALE ROAD #13-11,Resale,Strata,72,"16,528",-,Condominium,1,99 yrs from 15/06/2011,2015,Private,544752,19,54,North East Region,Sengkang
THE FLORENCE RESIDENCES,"1,625,000",936.47,"1,735",28 Nov 2023,95 HOUGANG AVENUE 2 #05-70,Sub Sale,Strata,87,"18,678",-,Apartment,1,99 yrs from 24/12/2018,2023,HDB,533754,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,738,000",925.7,"1,877",28 Nov 2023,95 HOUGANG AVENUE 2 #12-69,Sub Sale,Strata,86,"20,209",-,Apartment,1,99 yrs from 24/12/2018,2023,HDB,533754,19,53,North East Region,Hougang
RESIDENCES BOTANIQUE,"1,560,000","1,044.11","1,494",28 Nov 2023,32 YIO CHU KANG ROAD #05-18,Resale,Strata,97,"16,082",-,Condominium,1,Freehold,2012,Private,545551,19,54,North East Region,Hougang
THE PROMENADE@PELIKAT,"700,000",484.38,"1,445",28 Nov 2023,183 JALAN PELIKAT #02-18,Resale,Strata,45,"15,556",-,Apartment,1,Freehold,2015,Private,537643,19,53,North East Region,Hougang
KOVAN RESIDENCES,"2,888,000","1,797.59","1,607",28 Nov 2023,7 KOVAN ROAD #13-25,Resale,Strata,167,"17,293",-,Condominium,1,99 yrs from 31/12/2007,2011,Private,544896,19,54,North East Region,Hougang
COMPASS HEIGHTS,"855,000",667.37,"1,281",28 Nov 2023,9 SENGKANG SQUARE #09-02,Resale,Strata,62,"13,790",-,Apartment,1,99 yrs from 30/04/2000,2002,Private,545075,19,54,North East Region,Sengkang
THE FLORENCE RESIDENCES,"1,260,000",699.66,"1,801",29 Nov 2023,93 HOUGANG AVENUE 2 #06-58,Sub Sale,Strata,65,"19,385",-,Apartment,1,99 yrs from 24/12/2018,2023,HDB,538865,19,53,North East Region,Hougang
KOVAN RESIDENCES,"2,970,000","1,765.3","1,682",29 Nov 2023,5 KOVAN ROAD #12-20,Resale,Strata,164,"18,110",-,Condominium,1,99 yrs from 31/12/2007,2011,Private,544894,19,54,North East Region,Hougang
GAMBIR RIDGE,"1,900,000","1,216.33","1,562",30 Nov 2023,18 GAMBIR WALK #02-11,Resale,Strata,113,"16,814",-,Apartment,1,Freehold,2015,HDB,538982,19,53,North East Region,Serangoon
THE FLORENCE RESIDENCES,"1,700,000","1,011.82","1,680",30 Nov 2023,93 HOUGANG AVENUE 2 #03-56,Sub Sale,Strata,94,"18,085",-,Apartment,1,99 yrs from 24/12/2018,2023,Private,538865,19,53,North East Region,Hougang
RIVERFRONT RESIDENCES,"1,580,000",914.94,"1,727",30 Nov 2023,43 HOUGANG AVENUE 7 #16-22,Sub Sale,Strata,85,"18,588",-,Apartment,1,99 yrs from 31/05/2018,2023,HDB,533814,19,53,North East Region,Hougang
BARTLEY VUE,"2,127,000","1,087.16","1,956",30 Nov 2023,8 JALAN BUNGA RAMPAI #16-07,New Sale,Strata,101,"21,059",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,538311,19,53,Central Region,Toa Payoh
BARTLEY RESIDENCES,"2,000,000","1,087.16","1,840",30 Nov 2023,7A LORONG HOW SUN #11-43,Resale,Strata,101,"19,802",-,Apartment,1,99 yrs from 29/06/2011,2015,HDB,536565,19,53,North East Region,Serangoon
THE GARDEN RESIDENCES,"1,150,000",613.55,"1,874",30 Nov 2023,7 SERANGOON NORTH VIEW #14-33,Resale,Strata,57,"20,175",-,Apartment,1,99 yrs from 30/10/2017,2021,Private,554346,19,55,North East Region,Serangoon
AFFINITY AT SERANGOON,"798,000",473.62,"1,685",30 Nov 2023,24 SERANGOON NORTH AVENUE 1 #10-38,Sub Sale,Strata,44,"18,136",-,Apartment,1,99 yrs from 18/05/2018,2023,Private,554339,19,55,North East Region,Serangoon
RIVERSAILS,"1,240,000",914.94,"1,355",01 Dec 2023,22 UPPER SERANGOON CRESCENT #15-53,Resale,Strata,85,"14,588",-,Condominium,1,99 yrs from 07/12/2011,2016,Private,534025,19,53,North East Region,Hougang
THE MINTON,"1,530,888","1,108.69","1,381",01 Dec 2023,12 HOUGANG STREET 11 #02-56,Resale,Strata,103,"14,863",-,Condominium,1,99 yrs from 27/07/2007,2013,Private,534075,19,53,North East Region,Hougang
KOVAN REGENCY,"1,333,888",775.01,"1,721",01 Dec 2023,42 KOVAN RISE #02-24,Resale,Strata,72,"18,526",-,Condominium,1,99 yrs from 24/04/2012,2015,Private,544729,19,54,North East Region,Hougang
TERRASSE,"862,000",656.6,"1,313",01 Dec 2023,29 TERRASSE LANE #01-51,Resale,Strata,61,"14,131",-,Condominium,1,99 yrs from 23/08/2010,2014,Private,544778,19,54,North East Region,Hougang
AFFINITY AT SERANGOON,"1,880,000","1,151.75","1,632",04 Dec 2023,18 SERANGOON NORTH AVENUE 1 #07-01,Sub Sale,Strata,107,"17,570",-,Apartment,1,99 yrs from 18/05/2018,2023,HDB,554336,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"899,000",516.67,"1,740",04 Dec 2023,1 SERANGOON NORTH VIEW #04-15,Resale,Strata,48,"18,729",-,Apartment,1,99 yrs from 30/10/2017,2021,HDB,554343,19,55,North East Region,Serangoon
SUITES @ KOVAN,"595,000",365.98,"1,626",04 Dec 2023,981 UPPER SERANGOON ROAD #02-04,Resale,Strata,34,"17,500",-,Apartment,1,Freehold,2010,HDB,534729,19,53,North East Region,Hougang
RIVERFRONT RESIDENCES,"870,000",516.67,"1,684",04 Dec 2023,55 HOUGANG AVENUE 7 #06-71,Sub Sale,Strata,48,"18,125",-,Apartment,1,99 yrs from 31/05/2018,2023,Private,533820,19,53,North East Region,Hougang
KOVAN MELODY,"2,024,000","1,237.86","1,635",04 Dec 2023,25 KOVAN ROAD #16-22,Resale,Strata,115,"17,600",-,Condominium,1,99 yrs from 20/01/2004,2006,Private,545024,19,54,North East Region,Hougang
A TREASURE TROVE,"1,810,000","1,399.32","1,293",04 Dec 2023,66 PUNGGOL WALK #01-36,Resale,Strata,130,"13,923",-,Condominium,1,99 yrs from 09/03/2011,2015,Private,828783,19,82,North East Region,Punggol
AFFINITY AT SERANGOON,"820,000",473.62,"1,731",04 Dec 2023,24 SERANGOON NORTH AVENUE 1 #14-38,Sub Sale,Strata,44,"18,636",-,Apartment,1,99 yrs from 18/05/2018,2023,Private,554339,19,55,North East Region,Serangoon
LEITH GROVE,"970,000",818.06,"1,186",05 Dec 2023,6 LEITH PARK #04-01,Resale,Strata,76,"12,763",-,Apartment,1,Freehold,2007,Private,547933,19,54,North East Region,Hougang
JADE RESIDENCES,"1,400,000",796.54,"1,758",05 Dec 2023,9 LEW LIAN VALE #01-32,Resale,Strata,74,"18,919",-,Apartment,1,Freehold,2017,Private,537020,19,53,North East Region,Serangoon
